Row Labels,Top 100 Singles,Highest Position
Murmurs,1,89
New Riders of the Purple Sage,1,81
Nik Kershaw,1,46
Porno for Pyros,1,67
Nikki,1,21
Prince Be,1,90
Nile Rodgers,1,88
Neil Scott,1,58
Michael Henderson,1,88
Paul Stanley,1,46
Michael Holm,1,53
Move,1,93
Nina Sky,1,4
Nelly, P. Diddy & Murphy Lee,1
Nine,1,50
Nena,1,2
Murphy Lee,1,17
Mr. C The Slide Man,1,83
McAuley Schenker Group,1,69
Peter Skellern,1,50
Nino & The Ebb Tides,1,57
Phil Phillips,1,2
Nino Tempo & 5th Ave Sax,1,53
Phyllis McGuire,1,79
Michael Jackson & Akon,1,39
Pistol Annies,1,55
Mondo Rock,1,71
Play-N-Skillz,1,69
Niteflyte,1,37
Polly Bergen,1,67
Murry Kellum,1,51
Michael Cera & Ellen Page,1,91
Nitty,1,87
Monarchs,1,47
Michael Jackson & Janet Jackson,1,0
Nick Lowe & His Cowboy Outfit,1,77
Michael Jackson & Paul McCartney,1,2
Puppies,1,40
Michael Jackson & Siedah Garrett,1,1
Mike Douglas,1,6
Mocedades,1,9
Mike Oldfield,1,7
Noble 'Thin Man' Watts & His Rhythm Sparks,1,44
Paul Williams,1,60
Nocera,1,84
Paulette Sisters,1,92
Mongo Santamaria Band,1,10
Mike Reilly,1,88
Mongomery Gentry,1,56
Miki Howard,1,84
Nolan,1,70
Nelson Riddle,1,30
Nolan Porter,1,89
Miley Cyrus & Billy Ray Cyrus,1,56
Nolan Thomas,1,57
Pet Shop Boys & Dusty Springfield,1,2
Nona Gaye,1,86
Pete Wingfield,1,15
Music Makers,1,78
Peter Cetera & Crystal Bernard,1,0
Nonchalant,1,24
Peter Nero,1,21
Mello-Tones,1,24
Mindless Behavior,1,72
Noreaga,1,36
New Found Glory,1,85
Norma Tanega,1,22
Philarmonics,1,100
MercyMe,1,71
Philly's Most Wanted,1,98
Models,1,37
Pieces of Eight,1,59
Musique,1,58
Pink Lady,1,37
Northern Light,1,88
Matys Bros.,1,55
Northern Pikes,1,86
Playaz Circle,1,15
Notorious,1,90
Miss Abrams & The Strawberry Point School Third Grade Class,1,90
Mustangs,1,92
Point Blank,1,39
Novas,1,88
Pookie Hudson,1,96
NRBQ,1,70
Positive K,1,14
McCrarys,1,45
Pras Michel,1,15
N'Sync & Gloria Estefan,1,2
Pressha,1,27
N-Trance,1,62
Nick Jonas,1,92
McFadden & Whitehead,1,13
Priscilla Wright,1,16
Meri Wilson,1,18
Project Pat,1,87
Nu Tornados,1,26
Melissa Etheridge & Joss Stone,1,32
Nutta Butta,1,63
Paul Humphrey & His Cool Aid Chemists,1,29
My Darkest Days,1,90
Paul Mauriat,1,76
Mellow Man Ace,1,14
Paul McCartney & Stevie Wonder,1,1
Nyasia,1,95
Mazzy Star,1,44
Mya & Sisqo,1,6
Mokenstef,1,0
O.A.R.,1,36
Paul Vance,1,97
O.C.,1,81
Megatons,1,88
Mynt,1,97
Maureen Gray,1,91
Monitors,1,100
Nelly & Christina Aguilera,1,58
Melodeers,1,71
Peace Choir,1,54
Mono,1,70
Mike Reno & Ann Wilson,1,7
Oakenfold,1,41
Mike Will Made It,1,11
Oaktown's 3.5.7,1,66
Pendulum,1,89
Monotones,1,5
People,1,14
N II U,1,22
Peppers,1,76
O'Bryan,1,57
Percy Mayfield,1,99
Michael Parks,1,20
Perfect Stranger,1,0
Odds & Ends,1,83
Mel & Kim,1,78
N.F. Porter,1,77
Pete Drake & His Talking Steel Guitar,1,25
N.O.R.E.,1,10
Pete Seeger,1,70
Of Monsters & Men,1,20
Peter Allen,1,55
Off Broadway USA,1,51
Peter Cetera & Amy Grant,1,1
N.O.R.E., Gemstar, Big Mato
Mina,1,90
Michael Peterson,1,86
Peter McIan,1,52
Michael Redway,1,85
MC Nas-D & DJ Freaky Fred,1,91
Monroes,1,59
MGMT,1,91
Naked Brothers Band,1,83
Pets,1,34
OK Go,1,38
New Establishment,1,92
Montanas,1,58
Phil Collins & Marilyn Martin,1,1
Memphis Bleek,1,68
Mink DeVille,1,89
Ol Skool,1,31
Philip Bailey & Phil Collins,1,2
Ola & The Janglers,1,92
Philly Cream,1,67
Oleta Adams,1,5
Phoenix,1,84
Olive,1,56
Mia X,1,41
McGuinn, Clark & Hillman,1
Pigmeat Markham,1,19
Olivia,1,15
Minor Detail,1,92
Olivia Hussey, Leonard Whiting & Pat Haywood,1
Pipkins,1,9
Michael Stipe,1,69
Miranda,1,66
Olivia Newton-John & Babyface,1,67
New Radicals,1,36
Olivia Newton-John & Cliff Richard,1,20
Mic Geronimo,1,70
Olivia Newton-John & John Travolta,1,5
Mirettes,1,45
Ollie & Jerry,1,9
New Yorkers,1,69
Ollie & The Nightingales,1,73
Mica Paris,1,97
Nancy Brooks,1,66
Moby Grape,1,88
McGuinness Flint,1,47
Melba Montgomery,1,39
Michael Zager Band,1,36
Ponderosa Twins + One,1,78
One 2 Many,1,37
MC Ren,1,90
Michael Zager's Moon Band,1,94
Portishead,1,53
One of the Girls,1,74
Potliquor,1,65
Nancy Martinez,1,32
Pozo Seco Singers,1,32
One Way,1,61
Precisions,1,60
Michel LeGrand,1,56
Ms. Jade,1,92
Memphis Bleek & Jay-Z,1,61
Mis-teeq,1,35
Opus,1,32
Nick Jameson,1,95
Oran 'Juice' Jones,1,9
Mudvayne,1,89
Michel Telo,1,81
Prince Markie Dee & Soul Convention,1,64
Orgy,1,56
Proclaimers,1,3
Orianthi,1,17
Professor Morrison's Lollipop,1,88
Original,1,66
Michael Cooper,1,67
Original Caste,1,34
Michael Franks,1,43
Original Casuals,1,42
Puff Daddy & The Family,1,2
Michele Lee,1,52
Nicky DeMatteo,1,90
Orion The Hunter,1,58
Paul Hyde & The Payolas,1,84
Nancy Sinatra & Frank Sinatra,1,1
Paul Lekakis,1,43
Mavis Staples,1,87
Messengers,1,62
Or-N-More,1,46
Paul McCartney & Michael Jackson,1,1
Monty Kelly & His Orchestra,1,30
Paul McCartney & U2,1,48
Orsa Lia,1,84
Neil Sedaka & Dara Sedaka,1,19
Oscar Black,1,94
Mike Kennedy,1,62
Oscar Brown Jr.,1,69
Paul Shaffer,1,81
Oscar McLollie & Jeanette Baker,1,61
Paul Simon & Phoebe Snow,1,23
Men At Large,1,31
Paul Stookey,1,24
Osmond Brothers,1,96
Mike Pinera,1,70
Michelle Shocked,1,66
Neil Young & Graham Nash,1,61
Mo Thugs Family,1,15
Paula Abdul & Randy Jackson,1,62
Modernaires,1,97
Nektar,1,91
Otis Clay,1,97
Paula Webb,1,60
Moonlion,1,95
MC Eiht,1,72
Mick Jackson,1,61
Mike Preston,1,93
Morgan Brothers,1,50
Peabo Bryson & Roberta Flack,1,58
Otis Williams & His New Group,1,48
Peach Union,1,39
Mormon Tabernacle Choir,1,13
Peanut Butter Conspiracy,1,93
Our Lady Peace,1,44
Pearlettes,1,96
Outasight,1,38
Peels,1,59
McKinley Travis,1,91
Mike Williams,1,69
Outhere Brothers,1,0
Peggy Scott-Adams,1,87
Mick Jagger & David Bowie,1,7
Penny McLean,1,48
Me Phi Me,1,83
Pentatonix,1,13
Max Frost & The Troopers,1,22
Method Man & Mary J. Blige,1,0
Maureen Steele,1,77
Peppermint Trolley Company,1,59
Overlanders,1,75
Movement,1,53
Ovis,1,72
Milestone,1,23
Owen B.,1,97
Megatrons,1,51
Morning Mist,1,96
Perfect Gentlemen,1,10
Mixtures,1,44
Militia,1,52
Owl City & Carly Rae Jepsen,1,8
Perry Como & The Anita Kerr Quartet,1,88
Oxo,1,28
Method Man & Redman,1,72
Mickey Lee Lane,1,38
Pete Antell,1,100
Ozo,1,96
Melissa Manchester & Peabo Bryson,1,54
Mickey Mantle & Teresa Brewer,1,87
Moms Mabley,1,35
Nat Kendrick & The Swans,1,84
Nero,1,70
P. Diddy, Black Rob & Mark Curry,1
Millions Like Us,1,69
P.F. Sloan,1,87
Menudo,1,62
Modjo,1,81
New Born,1,97
Morris Stoloff & Col. Pic Orchestra,1,1
Peter Cetera & Chaka Khan,1,71
Mickey Mozart Quintet,1,30
Metros,1,88
Merv Griffin,1,69
Peter Gabriel & Kate Bush,1,72
Pack,1,58
Peter McCann,1,5
Packers,1,43
Peter Murphy,1,55
Pages,1,84
Peter Sarstedt,1,70
Painter,1,79
Peter Shelley,1,81
Natalie Cole & Nat King Cole,1,14
MGK,1,98
Mickey Murray,1,54
Peter Yarrow,1,100
Panjabi MC,1,33
Mr. Cheeks,1,14
Morrissey,1,46
Mindy McCready,1,72
Morty Jay & The Surfin' Cats,1,93
Phajja,1,87
Paperboy,1,10
Pharoahe Monch,1,97
Parachute,1,66
Miniature Men,1,87
Parade,1,20
Phil McLean,1,21
Paradons,1,18
Phil Seymour,1,22
Paragons,1,82
Philadelphia International All Stars,1,91
Mickey Shorr & The Cutups,1,60
Philip Bailey,1,46
Paris Hilton,1,18
Philip Upchurch Combo,1,29
Micki Marlo,1,55
Mercedes,1,96
Parkays,1,89
Philly Devotions,1,95
Parker McGee,1,42
New Hope,1,57
Micky Dolenz,1,75
Photoglo,1,31
Meryl Streep,1,99
Phyllis Nelson,1,61
Parmalee,1,36
Pickettywitch,1,67
Partland Brothers,1,27
Piero Soffici,1,59
Partners In Kryme,1,13
Pilar Montenegro,1,74
Midge Ure,1,95
Piltdown Men,1,75
Midi Maxi & Efti,1,98
Mel Gadson,1,69
Pasadenas,1,52
Pipes & Drums & Military Band of The Royal Scot Dragoon Guards,1,11
Passenger,1,7
Pips,1,6
Passion Pit,1,84
Mel Torme,1,36
Passions,1,69
Placido Domingo & John Denver,1,59
Pastel Six,1,25
Planet P,1,64
Pastels,1,24
Plastic Bertrand,1,47
Pastor Troy,1,96
Platinum Blonde,1,82
Pat & Mick,1,81
Mr. President,1,21
Pat & The Satellites,1,81
Playboys,1,62
Mos Def & Kweli,1,60
Mr. Vegas,1,98
Meat Puppets,1,47
Pleasure,1,55
Nathan Morris,1,86
Pleasure P.,1,90
Pat Lundi,1,78
Plimsouls,1,82
Pat Thomas,1,78
PMD,1,89
Pat Travers,1,56
Pockets,1,84
Pat Travers Band,1,50
Poets,1,45
Pat Zill,1,91
Newcleus,1,56
Nathaniel Mayer & The Fabulous Twilights,1,22
Newcomers,1,74
National Lampoon,1,91
Polly Brown,1,16
Patra & Aaron Hall,1,82
NewSong,1,42
Mos Def & Pharoahe Monch,1,83
Poppies,1,56
Patrick Hernandez,1,16
Pop-Tops,1,57
Melissa Lawson,1,79
Porter Wagoner,1,92
Patrick Swayze,1,3
MC Serch,1,71
Mighty Clouds of Joy,1,69
Postal Service,1,82
Mighty Dub Kats,1,0
Pousette-Dart Band,1,83
Patti Austin & James Ingram,1,1
Powersource,1,61
Nature's Divine,1,65
Mista Grimm,1,56
Migos,1,99
Ms. Adventures,1,73
Mesa,1,55
Nicholas David,1,96
Patti LaBelle & Michael McDonald,1,1
Premiers,1,19
Motherlode,1,18
Presidents of The United States of America,1,29
Max Werner,1,74
Nick DeCaro,1,95
Mojo Dancers,1,90
Pretty In Pink,1,96
Patty & The Emblems,1,37
Pretty Purdie,1,87
Patty Andrews,1,69
Mistress,1,49
Miguel Rios,1,14
Nick Jonas & The Administration,1,73
Men of Vizion,1,67
Mitch Miller,1,88
Motors,1,78
Prince Buster,1,81
Patty Smyth & Don Henley,1,2
Prince Royce,1,78
Paul & Linda McCartney,1,1
Meli'sa Morgan,1,46
Mikaila,1,25
Nick Lowe,1,12
Moby,1,14
Producers,1,61
Paul Anka-George Hamilton IV-Johnny Nash,1,29
Profyle,1,14
Neighborhood,1,29
PSC,1,67
Paul Chaplain & His Emeralds,1,82
Muir Mathieson & Orchestra,1,67
Mike Curb Congregation,1,34
Nicki French,1,0
Paul Dino,1,38
Mauds,1,85
Neighbourhood,1,14
Puff Daddy & Faith Evans,1,1
Paul Evans & The Curls,1,9
Puff Johnson,1,63
Me'Shell Ndegeocello,1,73
Mitchel Musso,1,70
Paul Gayten & His Band,1,68
Neil Hefti,1,35
Kristy & Jimmy McNichol,1,70
Larry Hall,1,15
Kay Armen,1,91
Lee Garrett,1,58
Martina McBride & Jim Brickman,1,50
Juliet Roberts,1,44
L.A. Style,1,59
Keke Wyatt,1,27
Lana Cantrell,1,63
Lee Morgan,1,81
Mark-Almond,1,94
Lee Oskar,1,59
Masqueraders,1,57
Josh Groban & The African Children's Choir,1,76
Ludacris Co-Starring T-Pain,1,24
Kellee Patterson,1,75
M.C. Breed,1,96
Lefty Frizzell,1,85
Maggie Bell,1,97
Legacy of Sound,1,68
Mantronix,1,82
Kellie Coffey,1,54
Marimba Chiapas,1,82
Leila K & Rob 'n Raz,1,48
Jon Butcher,1,94
Julio Iglesias & Diana Ross,1,19
Mary Ann Fisher,1,92
Lemonheads,1,67
Love Childs Afro Cuban Blues Band,1,90
Len,1,9
Lucas,1,29
Julio Iglesias & Stevie Wonder,1,80
Judy Clay & William Bell,1,75
Kelly Osbourne,1,74
Lyme & Cybelle,1,65
Julio Iglesias & Willie Nelson,1,5
Jordy,1,58
Lena Zavaroni,1,91
Madeline Bell,1,26
Lennon Sisters,1,56
Lakeside,1,55
Lenny Dee,1,19
Lara Fabian,1,32
Kelly Price & Friends,1,91
Larry Gatlin,1,84
Jones Girls,1,38
Marianne Vasel & Erich Storz,1,46
Kem,1,84
La's,1,49
Lenny O'Henry,1,98
LaTour,1,35
Ken Copeland,1,12
Martin Briley,1,36
Lenore O'Malley,1,53
LaVerne & Shirley,1,65
Matthew Sweet,1,0
Lea Roberts,1,92
Kendall Sisters,1,73
Matt & Kim,1,95
Leon & Mary Russell,1,52
Jonathan Butler,1,27
Kendalls,1,69
Kuf-Lix,1,76
Leon Redbone,1,72
Judy Cheeks,1,65
Jump 'N The Saddle,1,15
Kathy Dalton,1,72
Josh Thompson,1,85
L.A. Jets,1,86
Kenny Chandler,1,64
Luther Vandross & Mariah Carey,1,2
Leroy Pullins,1,57
Lysette,1,75
Joneses,1,47
M.I.A.,1,4
Jonathan Cain,1,44
Kenny Chesney & Mac McAnally,2,32
Mad Cobra,1,13
Les Compagnons de la Chanson,1,60
Lafayettes,1,87
Les Cooper & The Soul Rockers,1,22
Laissez Faire,1,64
Les Crane,1,8
Major Lazer,1,56
Les Elgart & His Orchestra,1,56
Landon Pigg,1,93
Les Emmerson,1,51
Mann,1,61
Les McCann & Eddie Harris,1,85
Larry Elgart & His Manhattan Swing Orchestra,1,31
Les Paul,1,49
Marcy Joe,1,81
Kenny Chesney & Tim McGraw,1,40
Maria Vidal,1,48
Leschea,1,90
Marilyn Martin,1,28
Kenny Chesney & Uncle Kracker,1,26
Mario Winans,1,2
Leslie Carter,1,99
Mark McGuinn,1,44
Leslie Pearl,1,28
K-Ci Hailey of Jodeci,1,0
Leslie Uggams,1,98
Mars Volta,1,95
Lester Flatt, Earl Scruggs & The Foggy Mountain Boys,1
Martha Reeves,1,76
Kenny Dino,1,24
Martin Mull & Orchestra,1,92
Junior,1,30
LaVern Baker & Jimmy Ricks,1,81
Kenny G & Peabo Bryson,1,25
Marvin Hamlisch,1,3
Kenny G & Smokey Robinson,1,47
Mary J. Blige & U2,1,86
Kenny Karen,1,82
Leapy Lee,1,16
Lewis & Clarke Expedition,1,64
Julie Monday,1,96
Jon Pardi,1,67
Matthew Schuler,1,40
Joshua Radin,1,82
Love Spit Love,1,83
Lieutenant Buddy Knox,1,17
Lovelites,1,60
Kenny Loggins & Steve Perry,1,17
Judson Spence,1,32
Junior Walker & the All-Stars,1,4
LSG,1,4
Just Us,1,34
Lucille Starr,1,54
Jon & Robin,1,100
Ludacris Co-Starring Chris Brown & Sean Garrett,1,33
Justin Hayward,1,47
Luis Cardenas,1,83
Kenny Rogers & Kim Carnes,1,4
Kyper,1,14
Kenny Rogers & Sheena Easton,1,6
Lunar Funk,1,63
Joss Stone,1,83
Luscious Jackson,1,36
Kenny Rogers, Alison Krauss & Billy Dean,1
Luther Vandross & Gregory Hines,1,50
Kenny Rogers, Kim Carnes & James Ingram,1
Ly-Dells,1,54
Lil Louis,1,50
L.V.,1,0
Kenny Starr,1,58
M People,1,34
Kenny Wayne Shepherd Band,1,78
La Roux,1,8
Jonn Hart,1,66
M.V.P.,1,82
Lil' Romeo,1,3
Mac & Katie Kissoon,1,20
Kerry Chater,1,97
Maceo & The Macks,1,71
Joy Layne,1,20
Lady of Rage,1,57
Lil' Troy,1,70
Mad Lion,1,69
Kevin Denney,1,76
Madleen Kane,1,77
Kevin Johnson,1,73
Mag 7,1,93
Lil' Zane,1,21
Magic Mushrooms,1,93
Lila McCann,1,41
Lake,1,83
Lillian Briggs,1,18
Lale Anderson,1,88
Lillian Offitt,1,66
Malo,1,18
Kevin Lamb,1,82
Jonathan Edwards,1,4
Kevin Lyttle,1,4
Lani Hall,1,88
Limeliters,1,60
Lari White,1,73
Limited Warranty,1,79
Manny Kellem-His Orchestra & Voices,1,96
Limmie & Family Cookin',1,84
Marathons,1,20
Justin Timberlake & Matt Morris,1,13
Marc Nelson,1,27
Kevin Raleigh,1,60
Kayak,1,55
Justine Washington,1,93
Marcy Playground,1,8
Kevon Edmonds,1,10
Maria Mena,1,86
Linda Laurie,1,52
Mariah Carey & Boyz II Men,1,0
Linda McCartney & Wings,1,59
KBC Band,1,89
Keyshia & Monica,1,70
Marilyn Scott,1,61
Joy of Cooking,1,66
Larry Williams & Johnny Watson,1,96
Linda Ronstadt & James Ingram,1,2
Marion Worth,1,42
Khia,1,42
Las Ketchup,1,54
Kiara & Shanice Wilson,1,78
Mark Valentino,1,27
Lindsay Lohan,1,57
Last Word,1,78
Juvenile, Wacko & Skip,1
Marlowe Morris Quintet,1,95
Lindsey Pavao,1,80
Jose Jimenez,1,19
K. Michelle,1,89
Marshall Crenshaw,1,36
Liner,1,92
Laura Nyro,1,92
Link,1,23
Martha Wash,1,90
Joyce Cobb,1,42
Martin Denny & His Orchestra,1,50
Link Wray & The Wraymen,1,23
Martin Solveig & Dragonette,1,46
Kid 'N Play,1,51
Julianne Hough,1,88
Linkin Park X Steve Aoki,1,65
Julie,1,93
Lionel Newman & His Orchestra,1,72
Julie Andrews & Dick Van Dyke,1,66
K.C.,1,18
Marvin Rainwater & Connie Francis,1,93
Kids Next Door,1,84
Le Pamplemousse,1,58
Joyce 'Fenderella' Irby,1,70
Mary Kay Place,1,60
Liquid Smoke,1,82
Mary Travers,1,56
Kiley Dean,1,99
Leaves,1,31
Killer Mike,1,60
Lee & Paul,1,100
K.M.C. Kru,1,46
Lee Ann Womack & Sons of The Desert,1,14
Lisa Lisa & Cult Jam & Full Force,1,69
Jonell & Method Man,1,62
Killers, the,1
Kat Deluna,1,29
K.P. & Envyi,1,6
Katalina,1,86
Kim Mitchell,1,86
Love Tribe,1,89
Kim Sanders,1,89
Kristine W,1,78
Lit,1,51
Kristinia Debarge,1,15
K.T.P.,1,97
Kate Taylor,1,49
Lita Ford & Ozzy Osbourne,1,8
Katfish,1,62
K.W.S.,1,6
Loz Netto,1,82
Kimberley Locke,1,49
L'Trimm,1,54
Little Bill & The Bluenotes,1,66
Kumbia Kings,1,62
Kimberly Scott,1,58
Lucy Pearl,1,36
Little Caesar & The Consuls,1,50
Ludacris & Field Mob,1,39
Kimberlys,1,99
Ludacris Co-Starring Lil Wayne,1,65
King,1,55
Ludacris, LL Cool J & Keith Murray,1
Little Dippers,1,9
Kut Klose,1,0
Little Esther Phillips,1,61
Kathy Kirby,1,88
Little Esther Phillips & 'Big Al' Downing,1,73
Lulu & The Luvers,1,94
King Crimson,1,80
Jordin Sparks & Chris Brown,1,3
Little Jimmy Dickens,1,15
Luniz,1,0
King Cudi,1,91
Lupe Fiasco & Guy Sebastian,1,71
Little Jo Ann,1,67
Lustra,1,75
Little Joe & The Thrillers,1,22
L.A.D.,1,0
Little Joey & The Flips,1,33
Luther Vandross & Janet Jackson,1,10
K5,1,98
Lutricia McNeal,1,63
Joyce Hahn,1,84
L.B.C. Crew,1,0
Little Junior Parker & His Combo,1,78
Kathy Young,1,80
Kacey Cisyk,1,80
Judy Scott,1,76
Little Mix,1,79
M,1,1
Kacey Musgraves,1,63
La Flavour,1,91
Kai,1,59
M.C. Breed & D.F.C.,1,66
King Just,1,96
Laban,1,88
King Pins,1,89
M.I.A. & A.R. Rahman,1,93
Kingbees,1,81
M:G,1,91
Little Steven & The Disciples of Soul,1,63
Mable John,1,95
Kingdom Come,1,69
Labrinth,1,34
Kingofthehill,1,63
Lady Flash,1,27
Kingpins,1,28
Machine,1,77
Kai Winding & Orchestra,1,8
Mack 10 & Tha Dogg Pound,1,38
Liverpool Five,1,98
Macy Gray,1,5
Joyce Kennedy & Jeffrey Osborne,1,40
Lady Sovereign,1,45
Kings of The Sun,1,98
Madcon,1,79
Joose,1,51
Madison Avenue,1,88
Kandi,1,24
Lael & Cab Calloway,1,62
Liz Damon's Orient Express,1,33
Maejor Ali,1,19
J-Shin,1,34
Magazine 60,1,56
Kane Roberts,1,38
Laid Back,1,26
Kinsu,1,88
Magistrates,1,54
Kano,1,89
Magoo & Timbaland,1,12
Kirby St. Romain,1,49
Mai Tai,1,71
Kirby Stone Four,1,25
Maino,1,39
Jon Thomas & Orchestra,1,48
Lally Stott,1,92
Kirko Bangz,1,28
Lalo Schifrin,1,41
JT Money,1,5
Kay Cee Jones,1,52
Lois Fletcher,1,64
Mamas & Papas,1,12
Kissing The Pink,1,87
Mama's & The Papa's,1,2
Lola Dee,1,72
Lane Brothers,1,64
Kit Carson,1,11
Lanier & Co.,1,48
Loleatta Holloway & Bunny Sigler,1,87
Manhattan Brothers,1,45
Kay Thompson,1,39
London Quireboys,1,76
Mannie Fresh,1,79
Kitty Kallen & Georgie Shaw,1,39
Larry Carlton,1,74
Kitty Wells,1,78
Manu Dibango,1,35
Kitty White,1,68
Marc Almond,1,67
Kix,1,11
Larry Finnegan,1,11
K'Jon,1,96
Marc Tanner Band,1,45
Long John Baldry,1,88
Marcia Griffiths,1,51
Long John Baldry & Kathi MacDonald,1,89
Marcos Hernandez,1,78
Big Sean,1,87
Marcy Levy & Robin Gibb,1,50
Lonnie Donegan Skiffle Group,1,8
Larry Groce,1,9
 R. Kelly,22,1
Margie Rayburn,1,9
Klique,1,50
Larry John McNally,1,86
Lonnie Russ,1,57
Larry Lee,1,81
Klowns,1,95
Larry Santos,1,36
Loon,1,88
Marie & Rex,1,94
Loose Ends,1,43
Marillion,1,74
Lord Rockingham's XI,1,96
Jules Shear,1,57
Lord Tariq & Peter Gunz,1,9
Marilyn Sellars,1,37
Kaoma,1,46
Larry Williams & His Band,1,0
Kardinal Offishall,1,5
Mario Vazquez,1,35
Loreena McKennitt,1,18
Marion Marlowe,1,14
Loreleis,1,91
Larsen-Feiten Band,1,29
Lorenzo Lamas,1,85
Mark II,1,75
Karen Chandler & Jimmy Wakely,1,49
Julian Cope,1,84
Karen Kamon,1,88
Lassies,1,66
Knight Bros.,1,70
Last Goodnight,1,70
Lorrie Morgan,1,85
Mar-kets,1,31
Karen Nelson & Billy T,1,79
Latanya,1,85
Los Del Mar,1,71
Marlena Shaw,1,58
Knockouts,1,46
Latin Alliance,1,54
Knoc-Turn'Al,1,98
LaToya Jackson,1,56
Ko Ko Taylor,1,58
M-A-R-R-S,1,13
Los Lonely Boys,1,16
Laura Enea,1,70
Los Pop Tops,1,78
Marshall Hain,1,43
Los Umbrellos,1,42
Martha & The Muffins,1,63
Koffee Brown,1,44
Martha Davis,1,80
Lost Generation,1,30
Lauren Alaina,1,20
Lost Trailers,1,66
Lauren Wood,1,24
Lostprophets,1,75
Laurie London,1,1
Kokomo,1,8
Martin Garrix,1,51
Karen Young,1,67
Laurie Sisters,1,30
Kongas,1,84
Laurnea,1,55
Karl Hammel Jr.,1,68
Keane Brothers,1,84
Lou Donaldson,1,93
Marty Wilde,1,45
Kool G Rap,1,0
Marva Whitney,1,82
Jordan Knight,1,10
Marvelows,1,37
Korgis,1,18
Lawrence Reynolds,1,28
Joiner, Arkansas Junior High School Band,1
Layng Martine,1,65
Lou Reed,1,16
Lazy Racer,1,81
Lou Stein,1,31
Marvin Sapp,1,82
Loudon Wainwright III,1,16
Keith Barbour,1,40
Korona,1,43
Keith Carradine,1,17
Judas Priest,1,67
Lea Michele,1,75
Louis Armstrong & Gordon Jenkins,1,29
Mary Kaye Trio,1,75
Louis Armstrong & His All-Stars,1,20
Leah Andreone,1,57
Kreayshawn,1,57
Keith Colley,1,66
Louis Prima,1,15
Mashmakhan,1,31
Kasenetz-Katz Singing Orchestral Circus,1,25
Julie London,1,9
Louise Brown,1,76
Keith Herman,1,87
Louise Goffin,1,43
Keith Martin,1,0
Louise Tucker,1,46
Julie Roberts,1,81
Louisiana's Le Roux,1,59
Keith Sweat & Jacci McGhee,1,59
Kaskade,1,94
Matt Lucas,1,56
Love & Kisses,1,22
Lee DeWyze & Crystal Bowersox,1,66
Love & Money,1,75
Keith Urban & Miranda Lambert,1,26
Kris Jensen,1,20
Leo Diamond,1,30
Jimmy Elledge,1,22
John Fred & His Playboy Band,1,1
Joe Damiano,1,91
Jags,1,84
Gorillaz & De La Soul,1,14
Gonzalez,1,26
Hayley Mills,1,21
Jake Holmes,1,49
Joe Ward,1,20
Grover Washington Jr. & Bill Withers,1,2
Jack Greene,1,65
Ja-Kki,1,96
Johnny Rodriguez,1,86
James,1,61
Harvey Boys,1,84
GS Boyz,1,49
Headpins,1,70
Godley & Crème,1,16
Joe Medlin,1,85
James Booker,1,43
John Barry & His Orchestra,1,72
James Boys,1,82
John Mayall,1,81
Grace Potter & The Nocturnals,1,95
Goanna,1,71
Him,1,87
Grin,1,75
James Brown & Lyn Collins,1,56
Harry Anthony & James F. Harrison,1,5
Guerilla Black,1,77
Incredible Bongo Band,1,57
James Brown Soul Train,1,44
Jimmy Witherspoon,1,98
Hippies,1,63
Goody Goody,1,82
Hipsway,1,19
Heartland,1,34
Hit Masters,1,19
Heaven 17,1,74
James Gilreath,1,21
Israel 'Popper Stopper' Tolbert,1,61
Johnny Wakelin & The Kinshasa Band,1,21
Heights,1,1
Johnny Williams,1,78
John Dawson Read,1,72
James Ingram & Patti Austin,1,45
John Kongos,1,70
James Last,1,84
John O'Banion,1,24
James Last Band,1,28
John W. Anderson Presents KaSandra,1,91
James MacArthur,1,94
Jack Wild,1,92
James Otto,1,27
Jackie Wilson & LaVerne Baker,1,93
James Phelps,1,66
Johnny Pate Quintet,1,43
Hitman Sammy Sam,1,90
Jimmy Clanton & His Rockets,1,4
Hi-Town DJ's,1,56
Imajin,1,25
James Taylor & J.D. Souther,1,11
Harry Connick Jr.,1,67
James Walsh Gypsy Band,1,71
Jimmy Ray,1,13
James Wolpert,1,72
Jimmy Somerville,1,87
Jamestown Massacre,1,90
Inez Foxx & Charlie Foxx,1,76
Jamey Johnson,1,52
Inmates,1,51
Hives,1,86
Joanine Sommers,1,54
Jamie Horton,1,84
Intonation,1,0
Hodges, James & Smith,1
Joe Cocker & Jennifer Warnes,1,1
Jamie Walters,1,0
Goose Creek Symphony,1,64
Hog Heaven,1,98
Joe Jeffrey Group,1,14
Jamiroquai,1,78
Heavy D,1,18
Jamo Thomas & His Party Brothers Orchestra,1,98
IV Xample,1,0
Jamul,1,93
Ivo Robic,1,58
Hoku,1,27
John & Anne Ryder,1,70
Grace Slick,1,95
Greenwoods,1,64
Jan & Kjeld,1,58
John Eddie,1,52
Holidays,1,63
Hello People,1,71
Jan Hammer,1,1
J.D. Souther,1,7
Gunhill Road,1,40
John Mellencamp & Me'Shell Ndegeocello,1,3
Jane Birkin & Serge Gainsbourg,1,58
John Phillips,1,32
Graces,1,56
Henry Mancini & His Orchestra & His Orchestra,1,97
Holly Johnson,1,65
John Zacherle 'The Cool Ghoul',1,6
Jane Morgan & The Troubadors,1,7
